sentence,yngve_score,frazier_score,dependency_distance_score,count,year
"The voted perceptron algorithm can be considerably more efcient to train, at some cost in computation on test examples.",2,0.9761904761904762,2,21,2002
Recent work in statistical approaches to parsing and tagging has begun to consider methods which incorporate global features of candidate structures.,2,1.1136363636363635,2,22,2002
Examples of such techniques are Markov Random Fields (Abney 1997; Della Pietra et al.,3,0.9117647058823529,2,17,2002
1997; Johnson et al.,1,0,1,6,2002
"1999), and boosting algorithms (Freund et al.",2,0.7727272727272727,2,11,2002
1998; Collins 2000; Walker et al.,2,0,2,9,2002
2001).,1,0,1,3,2002
One appeal of these methods is their exibility in incorporating features into a model.,2,1.0,1,15,2002
essentially any features which might be useful in discriminating good from bad structures can be included.,2,1.1470588235294117,2,17,2002
"A second appeal of these methods is that their training criterion is often discriminative, attempting to explicitly push the score or probability of the correct structure for each training sentence above the score of competing structures.",2,0.868421052631579,2,38,2002
This discriminative property is shared by the methods of (Johnson et al.,2,0.8928571428571429,2,14,2002
"1999; Collins 2000), and also the Conditional Random Field methods of (Lafferty et al.",3,0,3,19,2002
2001).,1,0,1,3,2002
"In a previous paper (Collins 2000), a boosting algorithm was used to rerank the output from an ex isting statistical parser, giving signicant improvements in parsing accuracy on Wall Street Journal data.",3,0.6891891891891891,3,37,2002
"Similar boosting algorithms have been applied to natural language generation, with good results, in (Walker et al.",2,0.8809523809523809,3,21,2002
2001).,1,0,1,3,2002
In this paper we apply reranking methods to named-entity extraction.,2,0.7727272727272727,2,11,2002
"A state-ofthe-art (maximum-entropy) tagger is used to generate 20 possible segmentations for each input sentence, along with their probabilities.",2,0.8260869565217391,3,23,2002
We describe a number of additional global features of these candidate segmentations.,2,0.8076923076923077,2,13,2002
These additional features are used as evidence in reranking the hypotheses from the max-ent tagger.,2,0.8125,2,16,2002
We describe two learning algorithms.,1,1.3333333333333333,1,6,2002
"the boosting method of (Collins 2000), and a variant of the voted perceptron algorithm, which was initially described in (Freund & Schapire 1999).",4,0.8166666666666667,4,30,2002
We applied the methods to a corpus of over one million words of tagged web data.,2,0.7941176470588235,2,17,2002
"The methods give significant improvements over the maximum-entropy tagger (a 17.7% relative reduction in error-rate for the voted perceptron, and a 15.6% relative improvement for the boosting method).",4,0.6617647058823529,4,34,2002
"One contribution of this paper is to show that existing reranking methods are useful for a new domain, named-entity tagging, and to suggest global features which give improvements on this task.",3,0.9705882352941176,3,34,2002
"We should stress that another contribution is to show that a new algorithm, the voted perceptron, gives very credible results on a natural language task.",2,1.0178571428571428,3,28,2002
"It is an extremely simple algorithm to implement, and is very fast to train (the testing phase is slower, but by no means sluggish).",3,0.8448275862068966,3,29,2002
It should be a viable alternative to methods such as the boosting or Markov Random Field algorithms described in previous work.,3,0.7045454545454546,2,22,2002
Over a period of a year or so we have had over one million words of named-entity data annotated.,2,0.925,2,20,2002
"The  Data is drawn from web pages, the aim being to support a question-answering system over web data.",2,0.85,2,20,2002
A number of categories are annotated.,2,1.0714285714285714,1,7,2002
"the usual people, organization and location categories, as well as less frequent categories such as brand-names, scientic terms, event titles (such as concerts) and so on.",4,0,3,33,2002
"From this data we created a training set of 53,609 sentences (1,047,491 words), and a test set of 14,717 sentences (291,898 words).",3,0.7321428571428571,3,28,2002
The task we consider is to recover named-entity boundaries.,2,1.35,2,10,2002
We leave the recovery of the categories of entities to a separate stage of processing.1 We evaluate different methods on the task through pre cision and recall.,3,0,2,29,2002
"The problem can be framed as a tagging task  to tag each word as being either the start of an entity, a continuation of an entity, or not to be part of an entity at all (we will use the tags S, C and N respectively for these three cases).",4,0.8571428571428571,4,56,2002
"As a baseline model we used a maximum entropy tagger, very similar to the ones described in (Ratnaparkhi 1996; Borthwick et.",3,0.78,3,25,2002
al 1998; McCallum et al.,2,0,1,7,2002
2000).,1,0,1,3,2002
"Max-ent taggers have been shown to be highly competitive on a number of tagging tasks, such as part-of-speech tagging (Ratnaparkhi 1996), named-entity recognition (Borthwick et.",2,0.8709677419354839,3,31,2002
"al 1998), and information extraction tasks (McCallum et al.",2,0,2,13,2002
2000).,1,0,1,3,2002
Thus the maximumentropy tagger we used represents a serious baseline for the task.,2,1.0,2,14,2002
We used the following features (several of the features were inspired by the approach of (Bikel et.,1,1.0,2,20,2002
"al 1999), an HMM model which gives excellent results on named entity extraction).",3,0.8823529411764706,3,17,2002
"1In initial experiments, we found that forcing the tagger to recover categories as well as the segmentation, by exploding the number of tags, reduced performance on the segmentation task, presumably due to sparse data problems.",4,0.8625,3,40,2002
The parameters are trained using Generalized Iterative Scaling.,1,0.8888888888888888,1,9,2002
"Following (Ratnaparkhi 1996), we only include features which occur 5 times or more in training data.",3,0.825,2,20,2002
"In decoding, we use a beam search to recover 20 candidate tag sequences for each sentence (the sentence is decoded from left to right, with the top 20 most probable hypotheses being stored at each point).",3,0.7804878048780488,3,41,2002
"As a baseline we trained a model on the full 53,609 sentences of training data, and decoded the 14,717 sentences of test data.",3,0.7,3,25,2002
"This gave 20 candidates per  test sentence, along with their probabilities.",2,0.8076923076923077,2,13,2002
"The baseline method is to take the most probable candidate for each test data sentence, and then to calculate precision and recall gures.",4,0.68,3,25,2002
"Our aim is to come up with strategies for reranking the test data candidates, in such a way that precision and recall is improved.",3,0.9230769230769231,3,26,2002
"the 53,609 sentences of training data were split into a 41,992 sentence training portion, and a 11,617 sentence development set.",3,0.5227272727272727,2,22,2002
"The training portion was split into 5 sections, and in each case the maximum-entropy tagger was trained on 4/5 of the data, then used to decode the remaining 1/5.",3,0.734375,3,32,2002
"The top 20 hypotheses under a beam search, together with their log probabilities, were recovered for each training sentence.",4,0.6590909090909091,2,22,2002
"In a similar way, a model trained on the 41,992 sentence set was used to produce 20 hypotheses for each sentence in the development set.",2,0.7777777777777778,3,27,2002
The module we describe in this section generates global features for each candidate tagged sequence.,2,1.21875,2,16,2002
"As input it takes a sentence, along with a proposed segmentation (i.e., an assignment of a tag for each word in the sentence).",2,0.8035714285714286,3,28,2002
"As output, it produces a set of feature strings.",2,0.8636363636363636,1,11,2002
We will use the following tagged sentence as a running example in this section.,2,0.9,2,15,2002
An example feature type is simply to list the full strings of entities that appear in the tagged input.,2,0.975,2,20,2002
"In this example, this would give the three features.",2,0.6818181818181818,2,11,2002
Here WE stands for whole entity.,1,0.9285714285714286,2,7,2002
"Throughout this section, we will write the features in this format.",2,0.7307692307692307,2,13,2002
"The start of the feature string indicates the feature type (in this case WE), followed by =.",3,0.7380952380952381,3,21,2002
"Following the type, there are generally 1 or more words or other .",3,0.75,2,14,2002
"symbols, which we will separate with the symbol implementation takes the strings produced by the global-feature  A seperate module in our  generator, and hashes them to integers.",3,0.8666666666666667,4,30,2002
"For example, suppose the three strings WE=Gen Xer, WE=The Day They Shot John Lennon, WE=Dougherty Arts Center were hashed to 100, 250, and 500 respectively.",5,0,2,37,2002
"Conceptually, is represented by a large number is the number of distinct feature strings in training data.",2,0.7631578947368421,2,19,2002
We now introduce some notation with which to describe the full set of global features.,2,1.0,2,16,2002
"First, we assume the following primitives of an input candidate.",2,0.7083333333333334,2,12,2002
sequence.,0,0,0,2,2002
Each character in the word is  character types are not repeated in the mapped string.,2,1.125,2,16,2002
"For example, Animal would be mapped to Aa in this feature, G.M.",1,0.9642857142857143,2,14,2002
would again be mapped to A.A..,1,1.0714285714285714,1,7,2002
The ag indicates whether or not the word appears in a dictionary of words which appeared more often lower-cased than capitalized in a large corpus of text.,2,1.0357142857142858,2,28,2002
Most of the features we describe are anchored on entity boundaries in the candidate segmentation.,2,1.125,2,16,2002
We will use feature templates to describe the features that we used.,2,1.1153846153846154,2,13,2002
"As an example, suppose that an entity.",2,0.7222222222222222,2,9,2002
Figure 1.,1,1,1,3,2002
The full set of entity-anchored feature templates.,2,0,2,8,2002
One of these features is generated for each entity  Applying this template to the three entities in the running example generates the three feature strings described in the previous section.,2,0.8064516129032258,3,31,2002
"For the full set of feature tem plates that are anchored around entities, see gure 1.",5,0.8611111111111112,2,18,2002
A second set of feature templates is anchored around quotation marks.,2,0.7916666666666666,1,12,2002
"In our corpus, entities (typically with long names) are often seen surrounded by quotes.",3,0.9444444444444444,3,18,2002
"For example, The Day They Shot John Lennon, the name of a band, appears in the running to be the index of any double quoto be the index of the next (matching) double quotation marks if they apto be the index of the last word beginning with a lower case letter, upper case letter, or digit within the quotation marks.",3,0.8602941176470589,3,68,2002
The rst set of feature templates tracks  example.,2,0.8333333333333334,1,9,2002
"At this point, we have fully described the representation used as input to the reranking algorithms.",2,0.8055555555555556,2,18,2002
The maximum-entropy tagger gives 20 proposed segmentations for each input sentence.,2,0.7083333333333334,2,12,2002
This section introduces notation for the reranking task.,1,0.8333333333333334,1,9,2002
The framework is derived by the transformation from ranking problems to a margin-based classication problem in (Freund et al.,2,0.8333333333333334,2,21,2002
1998).,1,0,1,3,2002
It is also related to the Markov Random Field methods for parsing suggested in (Johnson et al.,2,1.0526315789473684,2,19,2002
"1999), and the boosting methods for parsing in (Collins 2000).",2,0,2,15,2002
We consider the following set-up.,1,0.75,2,6,2002
correct sequence of tags for that sentence.,2,0,1,8,2002
pairs.,0,0,0,2,2002
In tagging we would have training examples  outputs from a maximum entropy tagger are used as the set of candidates.,2,1.0714285714285714,2,21,2002
The features could be arbitrary functions of the candidates; our hope is to include features which help in discriminating good candidates from bad ones.,2,1.0192307692307692,2,26,2002
"This function assigns a real-valued number to a canIt will be taken to be a measure of the plausibility of a candidate, higher scores meaning higher plausibility.",2,0.9827586206896551,2,29,2002
The rst algorithm we consider is the boosting algorithm for ranking described in (Collins 2000).,2,1.0,2,18,2002
The algorithm is a modication of the method in (Freund et al.,2,0.9642857142857143,2,14,2002
1998).,1,0,1,3,2002
"Intuitively, it is useful to note that this loss function is an upper bound on the number of ranking errors, a ranking error being a case where an incorrect candidate gets a higher value than a correct candidate.",2,0.8902439024390244,2,41,2002
Figure 2 shows an algorithm which implements this greedy procedure.,2,1.0,2,11,2002
"See (Collins 2000) for a full description of the method, including justication that the algorithm does in fact implement the update in Eq.",2,1.037037037037037,3,27,2002
1 at each iteration.,1,0,1,5,2002
"Figure 3 shows the training phase of the perceptron algorithm, originally introduced in (Rosenblatt 1958).",2,0.7105263157894737,3,19,2002
"The algorithm maintains a parameter vector , which is initially set to be all zeros.",2,1.03125,2,16,2002
"In this case the update is very simple, involving adding the difference of the offending examples representations in the gure).",3,0.9782608695652174,3,23,2002
"See (Cristianini and Shawe-Taylor 2000) chapter 2 for discussion of the perceptron algorithm, and theory justifying this method for setting the parameters.",4,0.8846153846153846,4,26,2002
"(Freund & Schapire 1999) describe a renement of the perceptron, the voted perceptron.",4,0,2,17,2002
The training phase is identical to that in gure 3.,2,0.8636363636363636,1,11,2002
"Note, how are stored.",1,1.3333333333333333,1,6,2002
Thus the training phase can be thought different parameter settings.,2,0.6818181818181818,2,11,2002
We applied the voted perceptron and boosting algorithms to the data described in section 2.3.,2,0,2,16,2002
Only features occurring on 5 or more distinct training sentences were included in the model.,3,0.75,2,16,2002
"This resulted 5Note that, for reasons of explication, the decoding algorithm we present is less efcient than necessary.",3,1.0714285714285714,4,21,2002
"The two methods were trained on the training portion (41,992 sentences) of the training set.",2,0.6944444444444444,2,18,2002
We used the development set to pick the best values for tunable parameters in each algorithm.,2,0.9411764705882353,2,17,2002
"For boosting, the main parameter to pick is .",3,1.05,2,10,2002
"We ran the algorithm for a total of 300,000 rounds, and found that the optimal value for F-measure on the development set occurred after 83,233 rounds.",3,0.8571428571428571,4,28,2002
Figure 5 shows the results for the three methods on the test set.,2,0.6785714285714286,2,14,2002
Both of the reranking algorithms show signicant improvements over the baseline.,2,0.875,2,12,2002
"a 15.6% relative reduction in error for boosting, and a 17.7% relative error reduction for the voted perceptron.",4,0.7045454545454546,3,22,2002
"In our experiments we found the voted perceptron algorithm to be considerably more efcient in training, at some cost in computation on test examples.",2,0.8076923076923077,2,26,2002
"Another attractive property of the voted perceptron is that it can be used with kernels, for example the kernels over parse trees described in (Collins and Duffy 2001; Collins and Duffy 2002).",3,0.9459459459459459,3,37,2002
"(Collins and Duffy 2002) describe the voted perceptron applied to the named-entity data in this paper, but using kernel-based features rather than the explicit features described in this paper.",4,0.6818181818181818,3,33,2002
"See (Collins 2002) for additional work using perceptron algorithms to train tagging models, and a more thorough description of the theory underlying the perceptron algorithm applied to ranking problems.",3,0.803030303030303,3,33,2002
"A question regarding the approaches in this paper is whether the features we have described could be incorporated in a maximum-entropy tagger, giving similar improvements in accuracy.",2,1.0344827586206897,3,29,2002
This section discusses why this is unlikely to be the case.,1,1.2083333333333333,2,12,2002
The problem described here is closely related to the label bias problem described in (Lafferty et al.,3,0.9736842105263158,2,19,2002
2001).,1,0,1,3,2002
One straightforward way to incorporate global features into the maximum-entropy model would be  to introduce new features whether the tagging decision which indicated in the history   cre ates a particular global feature.,2,0.8333333333333334,3,33,2002
"The decision which effectively created the entity University for was the decision to tag for as C, and this has already been made.",4,0.92,3,25,2002
The independence assumptions in maximum-entropy taggers of this form often lead points of local ambiguity (in this example the tag for the word for) to create globally implausible structures with unreasonably high scores.,3,1.0,2,36,2002
See (Collins 1999) section 8.4.2 for a discussion of this problem in the context of parsing.,2,1.105263157894737,2,19,2002
Acknowledgements Many thanks to Jack Minisi for annotating the named-entity data used in the exper iments.,2,0.8823529411764706,2,17,2002
"Thanks also to Nigel Duffy, Rob Schapire and Yoram Singer for several useful discussions.",3,0,3,16,2002
Head-Driven Statistical Models for Natural Language Parsing  Michael Collins MIT Computer Science and Articial Intelligence Laboratory  This article describes three statistical models for natural language parsing.,3,0.6481481481481481,1,27,2003
"The models extend methods from probabilistic context-free grammars to lexicalized grammars, leading to approaches in which a parse tree is represented as the sequence of decisions corresponding to a head-centered, top-down derivation of the tree.",2,0.9078947368421053,3,38,2003
"Independence assumptions then lead to parameters that encode the X-bar schema, subcategorization, ordering of complements, placement of adjuncts, bigram lexical dependencies, wh-movement, and preferences for close attachment.",7,1.0147058823529411,2,34,2003
All of these preferences are expressed by probabilities conditioned on lexical heads.,2,1.0384615384615385,1,13,2003
"The models are evaluated on the Penn Wall Street Journal Treebank, showing that their accuracy is competitive with other models in the literature.",3,0.78,3,25,2003
"To gain a better understanding of the models, we also give results on different constituent types, as well as a breakdown of precision/recall results in recovering various types of dependencies.",4,0.803030303030303,2,33,2003
"We analyze various characteristics of the models through experiments on parsing accuracy, by collecting frequencies of various structures in the treebank, and through linguistically motivated examples.",4,0.896551724137931,3,29,2003
"Finally, we compare the models to others that have been applied to parsing the treebank, aiming to give some explanation of the difference in performance of the various models.",2,1.09375,2,32,2003
Ambiguity is a central problem in natural language parsing.,2,0.75,2,10,2003
Combinatorial effects mean that even relatively short sentences can receive a considerable number of parses under a wide-coverage grammar.,2,0.75,3,20,2003
"Statistical parsing approaches tackle the ambiguity problem by assigning a probability to each parse tree, thereby ranking competing trees in order of plausibility.",2,0.9,2,25,2003
"In many statistical models the probability for each candidate tree is calculated as a product of terms, each term corresponding to some substructure within the tree.",2,0.8392857142857143,2,28,2003
The choice of parameterization is essentially the choice of how to represent parse trees.,2,1.1333333333333333,2,15,2003
There are two critical questions regarding the parameterization of a parsing approach.,2,0.8076923076923077,2,13,2003
1.,0,1.25,0,2,2003
"Which linguistic objects (e.g., context-free rules, parse moves) should the  models parameters be associated with?",3,1.125,2,20,2003
"In other words, which features should be used to discriminate among alternative parse trees?",2,1.03125,2,16,2003
How can this choice be instantiated in a sound probabilistic model?,2,0,2,12,2003
"In this article we explore these issues within the framework of generative models, more precisely, the history-based models originally introduced to parsing by Black.",5,0,2,27,2003
"In a history-based model, a parse tree is represented as a sequence of decisions, the decisions being made in some derivation of the tree.",2,0.7962962962962963,2,27,2003
"Each decision has an associated probability, and the product of these probabilities denes a probability distribution over possible derivations.",3,0,2,21,2003
We rst describe three parsing models based on this approach.,2,1.0,2,11,2003
The models were originally introduced in Collins (1997); the current article1 gives considerably more detail about the models and discusses them in greater depth.,3,0,2,28,2003
In Model 1 we show one approach that extends methods from probabilistic context-free grammars (PCFGs) to lexicalized grammars.,2,1.0,2,21,2003
"Most importantly, the model has parameters corresponding to dependencies between pairs of headwords.",2,1.0333333333333334,1,15,2003
"We also show how to incorporate a distance measure into these models, by generalizing the model to a history-based approach.",2,0.8863636363636364,3,22,2003
"The distance measure allows the model to learn a preference for close attachment, or right-branching structures.",3,0.7777777777777778,2,18,2003
"In Model 2, we extend the parser to make the complement/adjunct distinction, which will be important for most applications using the output from the parser.",2,0.9285714285714286,2,28,2003
Model 2 is also extended to have parameters corresponding directly to probability distributions over subcategorization frames for headwords.,2,1.105263157894737,2,19,2003
The new parameters lead to an improvement in accuracy.,2,0.85,1,10,2003
In Model 3 we give a probabilistic treatment of wh-movement that is loosely based on the analysis of wh-movement in generalized phrase structure grammar (GPSG) (Gazdar et al.,2,0.984375,3,32,2003
1985).,1,0,1,3,2003
The output of the parser is now enhanced to show trace coindexations in wh-movement cases.,2,0.9375,2,16,2003
"The parameters in this model are interesting in that they correspond directly to the probability of propagating GPSG-style slash features through parse trees, potentially allowing the model to learn island constraints.",2,1.121212121212121,3,33,2003
"In the three models a parse tree is represented as the sequence of decisions corresponding to a head-centered, top-down derivation of the tree.",2,0.74,3,25,2003
"Independence assumptions then follow naturally, leading to parameters that encode the X-bar schema, subcategorization, ordering of complements, placement of adjuncts, lexical dependencies, wh-movement, and preferences for close attachment.",4,1.0,2,36,2003
All of these preferences are expressed by probabilities conditioned on lexical heads.,2,1.0384615384615385,1,13,2003
For this reason we refer to the models as head-driven statistical models.,2,0.8076923076923077,2,13,2003
"We describe evaluation of the three models on the Penn Wall Street Journal Treebank (Marcus, Santorini, and Marcinkiewicz 1993).",3,0.6875,2,24,2003
"Model 1 achieves 87.7% constituent precision and 87.5% consituent recall on sentences of up to 100 words in length in section 23 of the treebank, and Models 2 and 3 give further improvements to 88.3% constituent precision and 88.0% constituent recall.",5,0.6808510638297872,3,47,2003
These results are competitive with those of other models that have been applied to parsing the Penn Treebank.,2,1.0789473684210527,2,19,2003
Models 2 and 3 produce trees with information about wh-movement or subcategorization.,2,0,2,13,2003
Many NLP applications will need this information to extract predicate-argument structure from parse trees.,2,0.7,2,15,2003
The rest of the article is structured as follows.,2,1.1,1,10,2003
Section 2 gives background material on probabilistic context-free grammars and describes how rules can be lexicalized through the addition of headwords to parse trees.,2,1.1,4,25,2003
Section 3 introduces the three probabilistic models.,2,0.5625,2,8,2003
Section 4 describes various renments to these models.,2,0.7222222222222222,2,9,2003
"Section 5 discusses issues of parameter estimation, the treatment of unknown words, and also the parsing algorithm.",3,0.725,3,20,2003
"Section 6 gives results evaluating the performance of the models on the Penn Wall Street Journal Treebank (Marcus, Santorini, and Marcinkiewicz 1993).",3,0.7222222222222222,2,27,2003
Section 7 investigates various aspects of the models in more detail.,2,0.875,1,12,2003
"We give a  Head-Driven Statistical Models for NL Parsing  detailed analysis of the parsers performance on treebank data, including results on different constituent types.",3,0.7115384615384616,3,26,2003
We also give a breakdown of precision and recall results in recovering various types of dependencies.,2,1.0,2,17,2003
The intention is to give a better idea of the strengths and weaknesses of the parsing models.,2,0.7777777777777778,2,18,2003
"Section 7 goes on to discuss the distance features in the models, the implicit assumptions that the models make about the treebank annotation style, and the way that context-free rules in the original treebank are broken down, allowing the models to generalize by producing new rules on test data examples.",3,0.8425925925925926,3,54,2003
"We analyze these phenomena through experiments on parsing accuracy, by collecting frequencies of various structures in the treebank, and through linguistically motivated examples.",4,0.8846153846153846,3,26,2003
"Finally, section 8 gives more discussion, by comparing the models to others that have been applied to parsing the treebank.",2,1.0434782608695652,2,23,2003
We aim to give some explanation of the differences in performance among the various models.,2,1.0,2,16,2003
Probabilistic context-free grammars are the starting point for the models in this article.,2,0.75,2,14,2003
"For this reason we briey recap the theory behind nonlexicalized PCFGs, before moving to the lexicalized case.",2,0.7894736842105263,2,19,2003
"Following Hopcroft and Ullman (1979), we dene a context-free grammar G as a 4-tuple (N, , A, R), where N is a set of nonterminal symbols,  is an alphabet, A is a distinguished start symbol in N, and R is a nite set of rules, in which each rule is of the form X   for some X  N,   (N  ) .",6,0.86,3,75,2003
The grammar denes a set of possible strings in the language and also denes a set of possible leftmost derivations under the grammar.,3,0.8125,2,24,2003
Each derivation corresponds to a tree-sentence pair that is well formed under the grammar.,2,1.0,2,15,2003
A probabilistic context-free grammar is a simple modication of a context-free grammar in which each rule in the grammar has an associated probability P( | X).,2,0.7586206896551724,3,29,2003
"This can be interpreted as the conditional probability of Xs being expanded using the rule X  , as opposed to one of the other possibilities for expanding X listed in the grammar.",2,1.0303030303030303,3,33,2003
"The probability of a derivation is then a product of terms, each term corresponding to a rule application in the derivation.",2,0.8913043478260869,2,23,2003
"The probability of a given tree-sentence pair (T, S) derived by n applications of context-free rules LHSi  RHSi (where LHS stands for left-hand side, RHS for right-hand side), 1  i  n, under the PCFG is  Booth and Thompson (1973) specify the conditions under which the PCFG does in fact dene a distribution over the possible derivations (trees) generated by the underlying grammar.",3,1.0133333333333334,4,75,2003
The rst condition is that the rule probabilities dene conditional distributions over how each nonterminal in the grammar can expand.,2,0.9761904761904762,2,21,2003
The second is a technical condition that guarantees that the stochastic process generating trees terminates in a nite number of steps with probability one.,2,1.02,2,25,2003
A central problem in PCFGs is to dene the conditional probability P( | X) for each rule X   in the grammar.,3,0.7916666666666666,3,24,2003
A simple way to do this is to take counts from a treebank and then to use the maximum-likelihood estimates.,3,0.9285714285714286,2,21,2003
"If the treebank has actually been generated from a probabilistic context-free grammar with the same rules and nonterminals as the model, then in the limit, as the training sample size approaches innity, the probability distribution implied by these estimates will converge to the distribution of the underlying grammar.2  Once the model has been trained, we have a model that denes P(T, S) for any sentence-tree pair in the grammar.",5,0.8607594936708861,3,79,2003
"The output on a new test sentence S is the most likely tree under this model,  The parser itself is an algorithm that searches for the tree, Tbest, that maximizes P(T, S).",2,1.0,3,40,2003
"In the case of PCFGs, this can be accomplished using a variant of the CKY algorithm applied to weighted grammars (providing that the PCFG can be converted to an equivalent PCFG in Chomsky normal form); see, for example, Manning and Sch utze (1999).",4,0.9230769230769231,4,52,2003
"If the model probabilities P(T, S) are the same as the true distribution generating training and test examples, returning the most likely tree under P(T, S) will be optimal in terms of minimizing the expected error rate (number of incorrect trees) on newly drawn test examples.",4,0.8362068965517241,3,58,2003
"Hence if the data are generated by a PCFG, and there are enough training examples for the maximum-likelihood estimates to converge to the true values, then this parsing method will be optimal.",5,0.7285714285714285,4,35,2003
"In practice, these assumptions cannot be veried and are arguably quite strong, but these limitations have not prevented generative models from being successfully applied to many NLP and speech tasks.",3,0.6029411764705882,2,34,2003
(See Collins [2002] for a discussion of other ways of conceptualizing the parsing problem.),2,0.9473684210526315,3,19,2003
"In the Penn Treebank (Marcus, Santorini, and Marcinkiewicz 1993), which is the source of data for our experiments, the rules are either internal to the tree, where LHS is a nonterminal and RHS is a string of one or more nonterminals, or lexical, where LHS is a part-of-speech tag and RHS is a word.",5,0.859375,3,64,2003
(See Figure 1 for an example.),2,0.7222222222222222,2,9,2003
2.2 Lexicalized PCFGs A PCFG can be lexicalized3 by associating a word w and a part-of-speech (POS) tag t with each nonterminal X in the tree.,2,0.9137931034482759,3,29,2003
(See Figure 2 for an example tree.),2,0.65,2,10,2003
The PCFG model can be applied to these lexicalized rules and trees in exactly the same way as before.,2,0.675,2,20,2003
"Whereas before the nonterminals were simple (for example, S or NP), they are now extended to include a word and part-of-speech tag (for example, S(bought,VBD) or NP(IBM,NNP)).",4,0.7666666666666667,4,45,2003
"Thus we write a nonterminal as X(x), where x = (cid.6)w, t(cid.7) and X is a constituent label.",4,0.765625,4,32,2003
"Formally, nothing has changed, we have just vastly increased the number of nonterminals in the grammar (by up to a factor of |V|  |T |,  2 This point is actually more subtle than it rst appears (we thank one of the anonymous reviewers for pointing this out), and we were unable to nd proofs of this property in the literature for PCFGs.",5,1.047945205479452,4,73,2003
"The rule probabilities for any nonterminal that appears with probability greater than zero in parse derivations will converge to their underlying values, by the usual properties of maximum-likelihood estimation for multinomial distributions.",3,0.8823529411764706,2,34,2003
"Assuming that the underlying PCFG generating training examples meet both criteria in Booth and Thompson (1973), it can be shown that convergence of rule probabilities implies that the distribution over trees will converge to that of the underlying PCFG, at least when Kullback-Liebler divergence or the innity norm is taken to be the measure of distance between the two distributions.",3,0.9615384615384616,3,65,2003
Thanks to Tommi Jaakkola and Nathan Srebro for discussions on this topic.,2,0,2,13,2003
3 We nd lexical heads in Penn Treebank data using the rules described in Appendix A of Collins (1999).,3,1.0227272727272727,2,22,2003
The rules are a modied version of a head table provided by David Magerman and used in the parser described in Magerman (1995).,2,0.8653846153846154,3,26,2003
A lexicalized parse tree and a list of the rules it contains.,4,0.7307692307692307,2,13,2003
where |V| is the number of words in the vocabulary and |T | is the number of part-ofspeech tags).,3,0.875,2,24,2003
"Although nothing has changed from a formal point of view, the practical consequences of expanding the number of nonterminals quickly become apparent when one is attempting to dene a method for parameter estimation.",3,1.1,2,35,2003
"The simplest solution would be to use the maximum-likelihood estimate as in equation (1), for example,  But the addition of lexical items makes the statistics for this estimate very sparse.",4,0.7285714285714285,4,35,2003
"The count for the denominator is likely to be relatively low, and the number of outcomes (possible lexicalized RHSs) is huge, meaning that the numerator is very likely to be zero.",4,0.8472222222222222,3,36,2003
Predicting the whole lexicalized rule in one go is too big a step.,3,0,2,14,2003
"One way to overcome these sparse-data problems is to break down the generation of the RHS of each rule into a sequence of smaller steps, and then to make independence assumptions to reduce the number of parameters in the model.",4,1.0,3,42,2003
The decomposition of rules should aim to meet two criteria.,2,1.0909090909090908,1,11,2003
"First, the steps should be small enough for the parameter estimation problem to be feasible (i.e., in terms of having sufcient training data to train the model, providing that smoothing techniques are used to mitigate remaining sparse-data problems).",3,0.9545454545454546,4,44,2003
"Second, the independence assumptions made should be linguistically plausible.",2,0.9090909090909091,2,11,2003
In the next sections we describe three statistical parsing models that have an increasing degree of linguistic sophistication.,2,0.8421052631578947,2,19,2003
Model 1 uses a decomposition of which parameters corresponding to lexical dependencies are a natural result.,2,1.0,3,17,2003
The model also incorporates a preference for right-branching structures through conditioning on distance features.,2,0.9,2,15,2003
Model 2 extends the decomposition to include a step in which subcategorization frames are chosen probabilistically.,2,1.088235294117647,2,17,2003
Model 3 handles wh-movement by adding parameters corresponding to slash categories being passed from the parent of the rule to one of its children or being discharged as a trace.,3,1.096774193548387,3,31,2003
This section describes how the generation of the RHS of a rule is broken down into a sequence of smaller steps in model 1.,2,1.0,3,25,2003
The rst thing to note is that each internal rule in a lexicalized PCFG has the form.,2,0.8333333333333334,3,18,2003
"Note that lexical rules, in contrast to the internal rules, are completely deterministic.",3,0.875,3,16,2003
"They always take the form where P is a part-of-speech tag, h is a word-tag pair (cid.6)w, t(cid.7), and the rule rewrites to just the word w. (See Figure 2 for examples of lexical rules.)",4,0.7346938775510204,3,49,2003
"Formally, we will always take a lexicalized nonterminal P(h) to expand deterministically (with probability one) in this way if P is a part-of-speech symbol.",3,0.8870967741935484,3,31,2003
Thus for the parsing models we require the nonterminal labels to be partitioned into two sets.,2,0.8235294117647058,2,17,2003
part-of-speech symbols and other nonterminals.,2,0,2,6,2003
Internal rules always have an LHS in which P is not a part-of-speech symbol.,2,0.9333333333333333,3,15,2003
"Because lexicalized rules are deterministic, they will not be discussed in the remainder of this article.",2,0.8888888888888888,2,18,2003
All of the modeling choices concern internal rules.,2,0,2,9,2003
The probability of an internal rule can be rewritten (exactly) using the chain rule  of probabilities.,3,0.8157894736842105,2,19,2003
"In summary, the generation of the RHS of a rule such as (2), given the LHS, has  been decomposed into three steps.5  Generate the head constituent label of the phrase, with probability Ph(H | P, h).",3,0.8854166666666666,4,48,2003
